Name,tclien__Opportunity__c
UCC Filing - 2285 Grocery and Food Corp. | EF |  New | 3.25.2024,006Po00000Ae819IAB
UCC Filing - Big Rock Industries Inc. | EF |  New | 3.13.2024,006Po000009wGglIAE
UCC Filing - EastCoast Motorsports LLC | EF |  New | 4.2.2024,006Po00000BBVQMIA5
"UCC Filing - ALCE Construction, LLC | EF |  New | 3.26.2024",006Po00000Ai37hIAB
"UCC Filing - PHOENIX SUPPLY, LLC | EF |  New | 3.26.2024",006Po00000AjZBxIAN
UCC Filing - Services by Dan Q Inc. | EF |  New | 3.26.2024,006Po00000AiVAhIAN
"UCC Filing - Mohammad Lawal Garba, M.D., P.A. | EF |  New | 4.2.2024",006Po00000B9yQ3IAJ
UCC Filing - Warrior Fitness LLC | EF |  New | 3.28.2024,006Po00000ArLgqIAF
UCC Filing - Nueva Vida Iglesia del Nazareno Inc | EF |  New | 3.27.2024,006Po00000AmQ46IAF
"UCC Filing - Wildcat Electric, LLC EF: 2/14/2024",006Po000008MnPrIAK
UCC Filing - Burn Fitness LLC | EF |  New | 4.4.2024,006Po00000BLGBWIA5
"UCC Filing - Meldan, Inc. | EF |  New | 3.27.2024",006Po00000Am8YdIAJ
UCC Filing - Buffalo Biodiesel Inc. | EF |  New | 2.27.2024,006Po0000096Wt0IAE
UCC Filing - HSI Transportation LLC | EF |  New | 3.29.2024,006Po00000AvmuzIAB
UCC Filing - Petters Homes LLC | EF |  New | 3.15.2024,006Po00000A6LYiIAN
"UCC Filing - Priority Government Solutions, LLC | EF |  New | 3.13.2024",006Po000009yPuPIAU
UCC Filing - Packaging and Distribution Resources LLC | EF |  New | 3.25.2024,006Po00000AdppiIAB
"UCC Filing - True Paving, Inc. | EF |  New | 3.19.2024",006Po00000AK7E5IAL
UCC Filing - Vintage Cheese LLC EF: 12/20/2023,006Po00000865JqIAI
UCC Filing - MD Rental LLC | EF |  New | 4.3.2024,006Po00000BFEFgIAP
"UCC Filing - Carim Yafai, Individual EF: 12/15/2023",006Po000008653tIAA
UCC Filing - OTR Express Lube Service LLC | EF |  New | 4.3.2024,006Po00000BGklJIAT
UCC Filing - Press Leap LLC | EF |  New | 3.13.2024,006Po000009xfLJIAY
"UCC Filing - William Stevenson, Individual | EF |  New | 3.14.2024",006Po00000A17swIAB
UCC Filing - SkyPro Services LLC | EF |  New | 4.2.2024,006Po00000BAN1pIAH
"UCC Filing - Randall and Sons, Inc. | EF |  New | 3.25.2024",006Po00000Afb7XIAR
"UCC Filing - Virtual Polymer Compounds, LLC | EF |  New | 4.4.2024",006Po00000BJo6BIAT
UCC Filing - Oak Creek Brewery LLC | EF |  New | 4.1.2024,006Po00000B69vEIAR
UCC Filing - AATM Education LLC | EF |  New | 3.22.2024,006Po00000AVF0DIAX
UCC Filing - Nicholas Sebastian LLC | EF |  New | 4.1.2024,006Po00000B50U5IAJ
UCC Filing - Owndrum Corp. | EF |  New | 3.25.2024,006Po00000AfR89IAF
UCC Filing - US 2 Brothers Corporation | EF |  New | 3.20.2024,006Po00000AODG5IAP
UCC Filing - Bubba Mac's Gourmet Foods | EF |  New | 4.2.2024,006Po00000BBXYdIAP
"UCC Filing - Fort Christopher's Kentucky, LLC | EF |  New | 3.27.2024",006Po00000AndWMIAZ
UCC Filing - DOM Partners LLC EF: 2/9/2024,006Po0000086OgtIAE
UCC Filing - Green Carpet Cleaning CA LLC | EF |  New | 4.8.2024,006Po00000BctZsIAJ
UCC Filing - APNA Bazaar USA Inc | EF |  New | 4.8.2024,006Po00000BauzpIAB
UCC Filing - A&Z Diesel Repair and Rental LLC | EF |  New | 4.3.2024,006Po00000BH4CAIA1
"UCC Filing - The Colored Ribbon, LLC | EF |  New | 4.3.2024",006Po00000BGMHZIA5
UCC Filing - Voltron Global LLC | EF |  New | 4.3.2024,006Po00000BFsGPIA1
UCC Filing - Acree Enterprises LLC | EF |  New | 4.1.2024,006Po00000B42OIIAZ
UCC Filing - Infiltrate Oilfield Services L.L.C. | EF |  New | 3.20.2024,006Po00000ANat3IAD
UCC Filing - Infiltrate Oilfield Services L.L.C. | EF |  New | 3.20.2024,006Po00000ANat3IAD
UCC Filing - R & AZ Foods Inc | EF |  New | 3.26.2024,006Po00000AjckxIAB
"UCC Filing - Arris Construction & Management Company, LLC | EF |  New | 4.4.20",006Po00000BJlv7IAD
UCC Filing - EMA Restaurant & Lounge LLC | EF |  New | 4.5.2024,006Po00000BRr1vIAD
UCC Filing - PISTONE CONTAINER SERVICE LLC | EF |  New | 4.15.2024,006Po00000BzHVSIA3
"UCC Filing - Jay Thompson, Individual | EF |  New | 3.20.2024",006Po00000AORR7IAP
UCC Filing - Tender Car Auto Sales LLC | EF |  New | 4.5.2024,006Po00000BRhFTIA1
UCC Filing - Classic Mouldings & Millwork Inc. | EF |  New | 4.16.2024,006Po00000C32ETIAZ
UCC Filing - Anvil Ironworks Inc. | EF |  New | 2.28.2024,006Po00000994X3IAI
UCC Filing - J.F. Roxo Construction LLC | EF |  New | 4.9.2024,006Po00000BfePmIAJ
UCC Filing - Giambra and Sons Vending LLC | EF |  New | 4.15.2024,006Po00000BylqXIAR
"UCC Filing - Hill Brother’s Flooring & Supply, LLC | EF |  New | 3.15.2024",006Po00000A4nAxIAJ
"UCC Filing - The Red Table, LLC EF: 2/1/2024",006Po000008688kIAA
"UCC Filing - Hill Brother’s Flooring & Supply, LLC | EF |  New | 3.15.2024",006Po00000A4nAxIAJ
UCC Filing - North Atlantic Gymnastics Academy | EF |  New | 3.26.2024,006Po00000AjUQnIAN
UCC Filing - Alessi Equipment Inc. | EF |  New | 3.19.2024,006Po00000AHlJJIA1
UCC Filing - Dubes Small Engines & Automotive Repair LLC | EF |  New | 4.10.20,006Po00000BjlVtIAJ
"UCC Filing - RLH Equipment Leasing, LLC | EF |  New | 3.12.2024",006Po000009rvZGIAY
UCC Filing - Good Time Karaoke Entertainment LLC | EF |  New | 2.28.2024,006Po000009AOWvIAO
"UCC Filing - Shiner Park, LLC | EF |  New | 4.15.2024",006Po00000BzBMnIAN
UCC Filing - NY Boiler & Air Conditioning Repair Corp | EF |  New | 3.11.2024,006Po000009nLXZIA2
UCC Filing - Sawmill Creek Lawn Services LLC | EF |  New | 4.16.2024,006Po00000C3ODPIA3
"UCC Filing - LA Construction, Inc. | EF |  New | 4.16.2024",006Po00000C2a5JIAR
"UCC Filing - Marchenyc, LLC | EF |  New | 3.15.2024",006Po00000A4jjzIAB
UCC Filing - Perez Custom LLC | EF |  New | 4.17.2024,006Po00000C6GJJIA3
"UCC Filing - Kairos Distributors, Inc. | EF |  New | 4.16.2024",006Po00000C2Ur7IAF
"UCC Filing - Anthony Vaccaro, Individual | EF |  New | 4.1.2024",006Po00000B5l81IAB
UCC Filing - Sunland Aerospace Fasteners EF: 1/19/2024,006Po00000866b0IAA
"UCC Filing - Travis Coble, Individual | EF |  New | 3.21.2024",006Po00000ARbk5IAD
"UCC Filing - Southeastern Conference Association of Seventh-Day Adventists, In",006Po00000BqNv7IAF
"UCC Filing - B & B Roofing & Construction, Inc. | EF |  New | 4.10.2024",006Po00000Bl9xZIAR
UCC Filing - The Pizza Collective LLC EF: 2/1/2024,006Po000008688QIAQ
UCC Filing - HORN RAPIDS RV SERVICE & SALES INC. | EF |  New | 4.18.2024,006Po00000CBoc5IAD
UCC Filing - The Redeemed Christian Church of God (Desire of NA | EF |  New |,006Po00000AvYYgIAN
UCC Filing - Juarez Stone LLC | EF |  New | 3.18.2024,006Po00000AECGUIA5
"UCC Filing - Epic Training, L.L.C. | EF |  New | 4.1.2024",006Po00000B5PvVIAV
UCC Filing - DataOnline LLC | EF |  New | 3.1.2024,006Po000009Hi4IIAS
UCC Filing - Joseph Anthony Hair Studio Inc. | EF |  New | 4.4.2024,006Po00000BLPjRIAX
"UCC Filing - Hari of Warren, Inc. | EF |  New | 4.3.2024",006Po00000BEim3IAD
UCC Filing - 24 South Apparel LLC | EF |  New | 3.25.2024,006Po00000Af8QWIAZ
UCC Filing - D & D Trash Services Incorporated | EF |  New | 4.17.2024,006Po00000C6mMPIAZ
UCC Filing - Modern Waste Disposal LLC | EF |  New | 3.28.2024,006Po00000ArMUTIA3
"UCC Filing - Three Odd Guys Brewing of Longwood, LLC | EF |  New | 4.12.2024",006Po00000BrSxWIAV
UCC Filing - CARDEN CONTRACTING LLC | EF |  New | 4.1.2024,006Po00000B5csmIAB
UCC Filing - D B M Properties LLC | EF |  New | 4.3.2024,006Po00000BGil7IAD
UCC Filing - Tower Wav LLC | EF |  New | 3.26.2024,006Po00000AjiaEIAR
UCC Filing - Fontana Demolition & Excavating LLC | EF |  New | 4.11.2024,006Po00000Boo9lIAB
UCC Filing - New York Optical Group Inc. | EF |  New | 2.29.2024,006Po000009DFSIIA4
"UCC Filing - Innova Firm, LLC | EF |  New | 4.10.2024",006Po00000Bl10kIAB
UCC Filing - Downtown First Properties LLC | EF |  New | 3.19.2024,006Po00000AJmXpIAL
UCC Filing - A. American Medical Rentals Inc. | EF |  New | 4.1.2024,006Po00000B4s6jIAB
UCC Filing - Step Up Inc | EF |  New | 4.10.2024,006Po00000BkAB0IAN
UCC Filing - New Look Lawn Service Corp | EF |  New | 4.1.2024,006Po00000B5VODIA3
UCC Filing - Gallic Holdings Inc | EF |  New | 4.2.2024,006Po00000B9eZPIAZ
UCC Filing - Midland Express Urgent and Family Care PLC | EF |  New | 4.5.2024,006Po00000BPko6IAD
"UCC Filing - Peak Clinical Diagnostics, LLC | EF |  New | 3.26.2024",006Po00000AjJK5IAN
"UCC Filing - Philema Express, LLC | EF |  New | 4.16.2024",006Po00000C3QFDIA3
UCC Filing - United 4 SA LLC | EF |  New | 3.27.2024,006Po00000AnRFpIAN
UCC Filing - CH 130 Corp. | EF |  New | 4.18.2024,006Po00000CAcrWIAT
"UCC Filing - Dave's Sawmill, LLC | EF |  New | 4.23.2024",006Po00000CQVVvIAP
UCC Filing - Home Creative Solutions Design Inc EF: 2/12/2024,006Po000008GWDIIA4
UCC Filing - A & M Property 2 LLC | EF |  New | 4.10.2024,006Po00000Bjxf7IAB
"UCC Filing - A&R Nursery Sales, Inc. EF: 11/12/2021",006Dn00000FCgCEIA1
"UCC Filing - Roll Well Enterprises, Inc. | EF |  New | 4.1.2024",006Po00000B5c7zIAB
"UCC Filing - William Lewis, Individual | EF |  New | 3.7.2024",006Po000009aRR7IAM
UCC Filing - GKI Media Inc. | EF |  New | 4.22.2024,006Po00000CNPObIAP
"UCC Filing - MULTISCOPE, LLC | EF |  New | 4.25.2024",006Po00000CYWEhIAP
UCC Filing - Smart Service Dist Corp | EF |  New | 4.26.2024,006Po00000Cd2FyIAJ
UCC Filing - Riverdog LLC | EF |  New | 3.21.2024,006Po00000ASepZIAT
UCC Filing - Disposal Services LLC | EF |  New | 3.22.2024,006Po00000AVbLiIAL
"UCC Filing - O D S, Inc. | EF |  New | 4.30.2024",006Po00000CpiMfIAJ
"UCC Filing - Elevate Training, LLC | EF |  New | 4.29.2024",006Po00000CjHc8IAF
"UCC Filing - GBG, LLC EF: 12/28/2023",006Po00000865btIAA
UCC Filing - Savannah Toast LLC | EF |  New | 3.19.2024,006Po00000AHjZFIA1
UCC Filing - Big Dawg Party Rentals LLC | EF |  New | 4.5.2024,006Po00000BQzKrIAL
"UCC Filing - Juan Aguilar, Individual EF: 1/4/2024",006Po00000865lyIAA
UCC Filing - Duff's Dumpsters LLC | EF |  New | 4.30.2024,006Po00000Cp8RFIAZ
"UCC Filing - Revamp Nail Spa, LLC | EF |  New | 4.30.2024",006Po00000CoI4TIAV
UCC Filing - A Barricade Company LLC | EF |  New | 3.20.2024,006Po00000ANWvyIAH
UCC Filing - Himalayan Grocery LLC | EF |  New | 4.19.2024,006Po00000CEehpIAD
UCC Filing - Crabbae LLC | EF |  New | 5.3.2024,006Po00000D1GpeIAF
UCC Filing - Division 4 Construction LLC | EF |  New | 5.3.2024,006Po00000D0gtdIAB
"UCC Filing - N2it Plumbing & Sewer Services, Inc. | EF |  New | 3.19.2024",006Po00000AHpI6IAL
UCC Filing - AA&L LLC | EF |  New | 4.8.2024,006Po00000Bdo1pIAB
UCC Filing - Big Dawg Party Rentals LLC | EF |  New | 5.3.2024,006Po00000D0nHPIAZ
"UCC Filing - Showtime Bowl, Inc. | EF |  New | 3.7.2024",006Po000009aiLWIAY
"UCC Filing - Lamb Screen Printing, Inc. | EF |  New | 4.16.2024",006Po00000C3LNZIA3
"UCC Filing - Jeremy Yoder, Individual | EF |  New | 5.6.2024",006Po00000D8kCfIAJ
UCC Filing - Black Dust Contracting LLC EF: 1/22/2024,006Po00000867rZIAQ
"UCC Filing - JS Productions, LLC EF: 2/16/2024",006Po000008UUx2IAG
UCC Filing - A to Z Towing LLC | EF |  New | 4.22.2024,006Po00000CNBtVIAX
"UCC Filing - Rami Ba, LLC | EF |  New | 5.1.2024",006Po00000CtST0IAN
UCC Filing - Patriot Property and Lawn Services LLC | EF |  New | 4.8.2024,006Po00000BcXHbIAN
UCC Filing - Gymnastics Gahanna LLC | EF |  New | 3.6.2024,006Po000009XWtZIAW
"UCC Filing - Infinity Fiber, Inc. | EF |  New | 2.21.2024",006Po000008ko5GIAQ
UCC Filing - Saeed Oil Co. | EF |  New | 4.24.2024,006Po00000CUf5FIAT
"UCC Filing - SKD Real Estate, LLC | EF |  New | 4.16.2024",006Po00000C46cbIAB
"UCC Filing - CLI Studios, Inc. | EF |  New | 5.8.2024",006Po00000DGa1dIAD
UCC Filing - Pehl Contracting Inc | EF |  New | 3.25.2024,006Po00000AedT9IAJ
UCC Filing - Bam Fitness North LLC | EF |  New | 4.24.2024,006Po00000CU8E9IAL
UCC Filing - Viking Dumpsters L.L.C | EF |  New | 5.14.2024,006Po00000DU2XxIAL
"UCC Filing - SACWP, LLC | EF |  New | 5.8.2024",006Po00000DHLoYIAX
UCC Filing - Siren Rentals LLC | EF |  New | 3.4.2024,006Po000009NgW2IAK
UCC Filing - Arbor Rite LLC | EF |  New | 5.13.2024,006Po00000DRC2QIAX
UCC Filing - Oxford Hospitality LLC EF: 2/7/2024,006Po000008UGu5IAG
"UCC Filing - AGM Contractors, LLC. | EF |  New | 5.14.2024",006Po00000DUvRBIA1
"UCC Filing - Encore Luxury Coach Leasing TN, Inc. | EF |  New | 4.26.2024",006Po00000Ccf3GIAR
"UCC Filing - Plumbs Up,LLC | EF |  New | 5.10.2024",006Po00000DMicPIAT
UCC Filing - Infinity Custom Built Homes LLC | EF |  New | 5.16.2024,006Po00000DdNZyIAN
UCC Filing - Millenium Production LLC | EF |  New | 5.2.2024,006Po00000Cw2cGIAR
UCC Filing - Shreenath Properties LLC | EF |  New | 4.29.2024,006Po00000CkpjlIAB
"UCC Filing - King Door Cabinets, LLC | EF |  New | 5.7.2024",006Po00000DDLFGIA5
"UCC Filing - Master's Construction Services, LLC | EF |  New | 5.8.2024",006Po00000DGvm4IAD
UCC Filing - Classic Mouldings & Millwork Inc. | EF |  New | 5.6.2024,006Po00000D9AQVIA3
UCC Filing - A S Farishta LLC | EF |  New | 5.6.2024,006Po00000D7vPFIAZ
UCC Filing - SA&G Canton Hoagies LLC | EF |  New | 3.18.2024,006Po00000AF0unIAD
"UCC Filing - EPYPE, LLC | EF |  New | 4.4.2024",006Po00000BKnz7IAD
"UCC Filing - LIFE TECH, INC. | EF |  New | 2.21.2024",006Po000008j0DPIAY
UCC Filing - Cobb Pkwy South LLC | EF |  New | 4.16.2024,006Po00000C3NlxIAF
UCC Filing - SIP 7861 LLC | EF |  New | 5.2.2024,006Po00000CxulfIAB
UCC Filing - Supreme Construction & Development LLC | EF |  New | 5.20.2024,006Po00000DmvAzIAJ
UCC Filing - High Tide Pro Wash Services LLC | EF |  New | 5.20.2024,006Po00000DnDSrIAN
UCC Filing - DB Production Services LLC | EF |  New | 4.17.2024,006Po00000C604rIAB
UCC Filing - Paradise Organization Corp. | EF |  New | 5.21.2024,006Po00000DpvOBIAZ
UCC Filing - CWL Brands LLC | EF |  New | 5.16.2024,006Po00000DcJDRIA3
UCC Filing - Attitude Baptist Church of Orlando Inc | EF |  New | 3.28.2024,006Po00000AqauTIAR
"UCC Filing - Robinson Bender Services and Automation, Inc. | EF |  New | 4.24.",006Po00000CTc7pIAD
"UCC Filing - O2 Media, Inc. | EF |  New | 5.16.2024",006Po00000DcBuFIAV
UCC Filing - Drop In Commercial Properties LLC | EF |  New | 5.3.2024,006Po00000D1fXuIAJ
"UCC Filing - Mig, Co. | EF |  New | 5.22.2024",006Po00000DuFGEIA3
UCC Filing - Tap Brickell LLC | EF |  New | 4.16.2024,006Po00000C1vzpIAB
UCC Filing - Vanguard Utilities LLC | EF |  New | 5.7.2024,006Po00000DCySLIA1
UCC Filing - The Rice Wagon LLC | EF |  New | 5.9.2024,006Po00000DJLKcIAP
UCC Filing - Super Chihuahua LLC | EF |  New | 5.21.2024,006Po00000DqlEfIAJ
UCC Filing - State Line Paving LLC | EF |  New | 5.24.2024,006Po00000DzYIXIA3
UCC Filing - Paradise Alley LLC | EF |  New | 5.17.2024,006Po00000DhDFRIA3
"UCC Filing - CN Express, LLC | EF |  New | 2.28.2024",006Po0000098QszIAE
"UCC Filing - Snowy Range Resorts, Inc. | EF |  New | 5.14.2024",006Po00000DV5bpIAD
"UCC Filing - Jerrold A. Watson & Sons, LLC | EF |  New | 5.6.2024",006Po00000D7xwoIAB
"UCC Filing - Terra Nossa Braintree, Inc. | EF |  New | 5.13.2024",006Po00000DRpzqIAD
"UCC Filing - MAS Concrete Construction, Inc. | EF |  New | 5.17.2024",006Po00000DhOR0IAN
UCC Filing - Silent Hero LLC | EF |  New | 5.30.2024,006Po00000EEYxqIAH
"UCC Filing - BAY METAL, INC. | EF |  New | 5.29.2024",006Po00000EC8jLIAT
UCC Filing - Santa Fe Steel Company | EF |  New | 5.30.2024,006Po00000EF9xOIAT
"UCC Filing - Genco Energy Services, Inc. | EF |  New | 3.14.2024",006Po00000A1fRZIAZ
UCC Filing - Ami 78 LLC | EF |  New | 5.28.2024,006Po00000E8RpNIAV
"UCC Filing - Truwear, LLC | EF |  New | 5.22.2024",006Po00000DtjY6IAJ
UCC Filing - Orthosupply LLC | EF |  New | 3.14.2024,006Po00000A1j5NIAR
"UCC Filing - TreeTech, LLC | EF |  New | 5.3.2024",006Po00000D1GL0IAN
"UCC Filing - Soco Production, LLC | EF |  New | 3.11.2024",006Po000009nu5VIAQ
UCC Filing - Ganesh2024 Inc. | EF |  New | 5.20.2024,006Po00000DmSP9IAN
UCC Filing - The Ivy Ballroom L.P. | EF |  New | 4.17.2024,006Po00000C76kvIAB
"UCC Filing - Shri Hari 2020, Inc. | EF |  New | 5.10.2024",006Po00000DM8VhIAL
UCC Filing - Summit Everett LLC | EF |  New | 3.18.2024,006Po00000AEehNIAT
UCC Filing - Triangular Ascension LLC | EF |  New | 5.30.2024,006Po00000EERoHIAX
UCC Filing - Elite-Care Cardiology & Vascular Center PLLC | EF |  New | 5.21.2,006Po00000DqxxPIAR
UCC Filing - SHIV HOTEL CORPORATION | EF |  New | 5.28.2024,006Po00000E8tvJIAR
UCC Filing - Quickie Car Wash of Wallington LLC | EF |  New | 4.15.2024,006Po00000ByL9hIAF
"UCC Filing - THE KEARNEY COMPANIES, INC. | EF |  New | 6.3.2024",006Po00000ENCBhIAP
"UCC Filing - Northwest Eye Specialists, P.L.L.C. | EF |  New | 5.1.2024",006Po00000CsOZWIA3
"UCC Filing - Clean Plate Restaurants, Inc. | EF |  New | 3.13.2024",006Po000009wHZcIAM
UCC Filing - Casa Humilde Cerveceria Artesanal LLC | EF |  New | 4.19.2024,006Po00000CDzpuIAD
"UCC Filing - Blue Hippo, LLC | EF |  New | 5.7.2024",006Po00000DDeZeIAL
"UCC Filing - Cassidy's Corner Cafe Commissary, LLC | EF |  New | 5.16.2024",006Po00000DcAJrIAN
"UCC Filing - 4J's Printing, LLC | EF |  New | 5.24.2024",006Po00000E0SidIAF
UCC Filing - NSJSIJ LLC | EF |  New | 5.22.2024,006Po00000DtySIIAZ
UCC Filing - CM Construction Group LLC | EF |  New | 5.15.2024,006Po00000DWYgbIAH
UCC Filing - Belknap Electric L.L.C | EF |  New | 6.10.2024,006Po00000EiRm1IAF
UCC Filing - Holiday Cleaners LLC | EF |  New | 5.15.2024,006Po00000DWYGpIAP
UCC Filing - Khajoor Baba Ji Inc. | EF |  New | 4.30.2024,006Po00000CoWfKIAV
UCC Filing - Elios Concrete LLC | EF |  New | 6.7.2024,006Po00000EaZVSIA3
UCC Filing - Country Club 2087 Inc. | EF |  New | 4.25.2024,006Po00000CYjdKIAT
"UCC Filing - AAA Cadwell, LLC | EF |  New | 6.3.2024",006Po00000ENYFSIA5
UCC Filing - Metrolina Tree Co. | EF |  New | 6.6.2024,006Po00000EXygVIAT
"UCC Filing - Taylor's Land Clearing, LLC | EF |  New | 6.6.2024",006Po00000EYig5IAD
"UCC Filing - B&P Moore Investment 3, LLC | EF |  New | 5.31.2024",006Po00000EHxN1IAL
UCC Filing - Shree Ekadanta Inc | EF |  New | 5.14.2024,006Po00000DTvt3IAD
UCC Filing - Life Church Of God In Christ | EF |  New | 6.11.2024,006Po00000EmRAkIAN
"UCC Filing - Storibox Technologies, Inc. | EF |  New | 5.29.2024",006Po00000EBlDGIA1
"UCC Filing - Dalex Laboratories, LLC. | EF |  New | 5.22.2024",006Po00000DtwOsIAJ
"UCC Filing - Auto World Collision, LLC | EF |  New | 3.7.2024",006Po000009b2SHIAY
UCC Filing - Walton Fuels LLC | EF |  New | 5.24.2024,006Po00000E08dRIAR
"UCC Filing - 4th Street Coffee, LLC | EF |  New | 5.17.2024",006Po00000DhnNnIAJ
"UCC Filing - HARDWICK HOUSE OF PIZZA, INC. | EF |  New | 5.29.2024",006Po00000ECP2bIAH
UCC Filing - SUMMIT HOSPITALITY LLC | EF |  New | 6.14.2024,006Po00000EvFdNIAV
UCC Filing - JIANG CAPITAL CORP | EF |  New | 6.13.2024,006Po00000Ertb0IAB
"UCC Filing - GK Foods, Inc. | EF |  New | 6.10.2024",006Po00000Ehq3LIAR
"UCC Filing - McClendon's Portable Toilet, Inc. | EF |  New | 6.12.2024",006Po00000EpOEoIAN
"UCC Filing - Shandad, L.L.C. | EF |  New | 6.17.2024",006Po00000F0Tr0IAF
"UCC Filing - Danay Jimenez, Individual | EF |  New | 3.20.2024",006Po00000AMJkcIAH
"UCC Filing - ADVANCED 4 SOLUTIONS, INC. | EF |  New | 6.19.2024",006Po00000F7ENNIA3
UCC Filing - Thompson Roofing & Reconstruction LLC | EF |  New | 5.28.2024,006Po00000E9Wv3IAF
UCC Filing - NutraGem LLC | EF |  New | 6.5.2024,006Po00000EUS3eIAH
"UCC Filing - S & D Transfer Logistics, Inc. | EF |  New | 6.19.2024",006Po00000F7XJaIAN
UCC Filing - Networks United LLC | EF |  New | 6.4.2024,006Po00000EQdyXIAT
"UCC Filing - America United Development, LLC | EF |  New | 6.12.2024",006Po00000EoQ8vIAF
UCC Filing - Rudolph Logistics North America Inc. | EF |  New | 4.26.2024,006Po00000CbguDIAR
"UCC Filing - BS Liquor, LLC | EF |  New | 6.14.2024",006Po00000EveALIAZ
"UCC Filing - Huffman & Huffman, P.S.C. | EF |  New | 5.23.2024",006Po00000DxGR3IAN
UCC Filing - Sweca LLC | EF |  New | 6.14.2024,006Po00000EunXSIAZ
UCC Filing - Seoul Market Corporation | EF |  New | 6.25.2024,006Po00000FMYnCIAX
"UCC Filing - KSW Holdings, LLC | EF |  New | 6.26.2024",006Po00000FPvLpIAL
UCC Filing - BDS 1 Inc | EF |  New | 6.10.2024,006Po00000EhUFhIAN
"UCC Filing - Texarome, Inc. | EF |  New | 6.27.2024",006Po00000FUS6JIAX
"UCC Filing - Buffalo Services, Incorporated | EF |  New | 6.17.2024",006Po00000F2TIDIA3
UCC Filing - Just Right Services LLC | EF |  New | 6.20.2024,006Po00000FBFpYIAX
"UCC Filing - United Disposal, Inc. | EF |  New | 6.20.2024",006Po00000FBRU5IAP
"UCC Filing - Ono Creative Restaurant Group, LLC | EF |  New | 6.5.2024",006Po00000ETibtIAD
"UCC Filing - HESS LIGHTING II, INC. | EF |  New | 6.27.2024",006Po00000FTmWrIAL
"UCC Filing - HESS LIGHTING II, INC. | EF |  New | 6.27.2024",006Po00000FTmWrIAL
UCC Filing - AllShow Plus Inc. | EF |  New | 6.26.2024,006Po00000FRkMHIA1
UCC Filing - Mighty Mo Fuel Co. LLC | EF |  New | 6.20.2024,006Po00000F9bvnIAB
"UCC Filing - UTSAV Enterprise, LLC | EF |  New | 6.24.2024",006Po00000FKKjXIAX
"UCC Filing - Pipeshield, Inc. | EF |  New | 4.9.2024",006Po00000BgPenIAF
"UCC Filing - D&T Foodngeaux, LLC | EF |  New | 6.26.2024",006Po00000FR8P3IAL
"UCC Filing - Alvarado Sand and Gravel, LLC | EF |  New | 6.21.2024",006Po00000FEPnVIAX
"UCC Filing - El Rancho Grande Mexican Restaurant of Troy, Inc. | EF |  New | 6",006Po00000FQdMrIAL
UCC Filing - Luis Welding & Iron Works Inc | EF |  New | 6.25.2024,006Po00000FNMbvIAH
"UCC Filing - AJ Granite and Tile, LLC | EF |  New | 7.3.2024",006Po00000FmyIzIAJ
UCC Filing - MAFJ Clintonville Donuts LLC | EF |  New | 5.23.2024,006Po00000DwUuJIAV
UCC Filing - HH/ECC LLC | EF |  New | 6.13.2024,006Po00000ErWT9IAN
"UCC Filing - Alam, Inc. | EF |  New | 6.12.2024",006Po00000EoYT3IAN
"UCC Filing - Huckabay Industries, Inc. | EF |  New | 7.5.2024",006Po00000Fr3LhIAJ
UCC Filing - YMN Inc | EF |  New | 6.20.2024,006Po00000F9xTFIAZ
UCC Filing - BHCC LLC | EF |  New | 7.1.2024,006Po00000FeWRxIAN
UCC Filing - Yimi S. Aguilera Construction LLC | EF |  New | 6.3.2024,006Po00000EOAm9IAH
"UCC Filing - KHH, LLC | EF |  New | 7.9.2024",006Po00000G0IqAIAV
"UCC Filing - Nesbit Recycling, LLC | EF |  New | 6.6.2024",006Po00000EX66bIAD
"UCC Filing - CAR & MERA, LLC | EF |  New | 7.9.2024",006Po00000Fzl4cIAB
"UCC Filing - Angel Herrera Ruelas, Individual | EF |  New | 5.16.2024",006Po00000De0LCIAZ
UCC Filing - Sadow Excavation & Grading LLC | EF |  New | 7.2.2024,006Po00000FiY5OIAV
UCC Filing - 541 Marcotte's Motorsports LLC | EF |  New | 7.3.2024,006Po00000FlvNBIAZ
"UCC Filing - Premier Concrete and Landscapes of WNY, Inc. | EF |  New | 6.7.20",006Po00000Eau7DIAR
UCC Filing - MAPLE VALLEY CREAMERY LLC | EF |  New | 5.16.2024,006Po00000DdTDxIAN
UCC Filing - Jai Shree Hanuman Inc | EF |  New | 7.11.2024,006Po00000G8ROQIA3
"UCC Filing - White Sands Integrative Medical, Inc. | EF |  New | 7.15.2024",006Po00000GFykDIAT
UCC Filing - South Evolution Inc | EF |  New | 6.17.2024,006Po00000F0gmbIAB
"UCC Filing - Faith Chapel Christian Center, Inc. | EF |  New | 6.25.2024",006Po00000FNKVFIA5
UCC Filing - KINFOLKS AWARD WINNING BARBECUE LLC | EF |  New | 7.15.2024,006Po00000GHd5OIAT
"UCC Filing - Underground Pipeline Rehabilitation, Inc. | EF |  New | 6.3.2024",006Po00000EOxy9IAD
UCC Filing - RQAR LLC | EF |  New | 7.17.2024,006Po00000GMRrbIAH
"UCC Filing - Jasvir Sohal, Individual | EF |  New | 6.18.2024",006Po00000F5rSrIAJ
UCC Filing - All Stone Concepts LLC | EF |  New | 7.16.2024,006Po00000GJNu9IAH
"UCC Filing - Isabella Foods, Inc. | EF | New | 5.6.2024",006Po00000D7rEeIAJ
